Name,Latitude,Longitude,Email,Address,Type
Fleischerei,52.5297856,13.4105204,N/A,"Schönhauser Allee 8, 10119 Berlin, Germany",restaurant
"Das Lemke - Biergarten, Brauerei, Deutsche Küche",52.5232756,13.404724,N/A,"S-Bahnbogen 143, Dircksenstraße, 10178 Berlin, Germany",bar
Prater Beer Garden,52.540099,13.4097855,N/A,"Kastanienallee 7-9, 10435 Berlin, Germany",bar
Belushi's Berlin (Alexanderplatz),52.52690250000001,13.4106901,N/A,"Rosa-Luxemburg-Straße 41, 10178 Berlin, Germany",bar
An einem Sonntag im August,52.53996309999999,13.4115024,N/A,"Kastanienallee 103, 10435 Berlin, Germany",bar
Kilkenny Irish Pub,52.522491,13.401438,N/A,"Am Zwirngraben 17-20, 10178 Berlin, Germany",bar
Red Salon (Roter Salon),52.5271099,13.4115815,N/A,"Rosa-Luxemburg-Platz, 10178 Berlin, Germany",night_club
Wohnzimmerbar,52.5434719,13.4192195,N/A,"Lettestraße 6, 10437 Berlin, Germany",bar
Schwarzwaldstuben,52.52766039999999,13.3930615,N/A,"Tucholskystraße 48, 10117 Berlin, Germany",bar
Villa Rodizio,52.54546579999999,13.4114636,N/A,"Milastraße 2, 10437 Berlin, Germany",bar
Mokka Mitte Bar,52.5222181,13.3984601,N/A,"James Simon Park, Stadtbahnbogen 159/160, 10178 Berlin, Germany",bar
GRAND BAR - Restaurant | Bar | Lounge in Berlin-Mitte,52.5250481,13.3931836,N/A,"Oranienburger Str. 33, 10117 Berlin, Germany",restaurant
Kopps,52.5287904,13.3974753,N/A,"Linienstraße 94, 10115 Berlin, Germany",bar
Hafenbar Berlin,52.52175940000001,13.4073919,N/A,"Karl-Liebknecht-Str. 11, 10178 Berlin, Germany",night_club
Zu mir oder zu dir,52.5419644,13.4153325,N/A,"Lychener Str. 15, 10437 Berlin, Germany",bar
Trattoria Felice,52.5439491,13.4175574,N/A,"Lychener Str. 41, 10437 Berlin, Germany",bar
Bar/Kneipe Trauerspiel,52.5451972,13.411955,N/A,"Milastraße 7, 10437 Berlin, Germany",bar
X-Bar,52.5415573,13.4218145,N/A,"Raumerstraße 17A, 10437 Berlin, Germany",bar
Aapka,52.5339958,13.4047851,N/A,"Kastanienallee 50, 10119 Berlin, Germany",bar
Rutz,52.5282224,13.3862349,N/A,"Chausseestraße 8, 10115 Berlin, Germany",liquor_store
FRANNZ Club,52.53817160000001,13.4126258,N/A,"Schönhauser Allee 36, 10435 Berlin, Germany",night_club
Girasol,52.5416184,13.4232305,N/A,"Raumerstraße 30, 10437 Berlin, Germany",bar
Reingold,52.52865,13.3881556,N/A,"Novalisstraße 11, 10115 Berlin, Germany",bar
Schokoladen,52.52977689999999,13.3971137,N/A,"Ackerstraße 169, 10115 Berlin, Germany",bar
Oxymoron,52.5242225,13.4018132,N/A,"Rosenthaler Str. 40-41, 10178 Berlin, Germany",bar
Carambar,52.52038750000001,13.41214,N/A,"Rathausstraße 1, 10178 Berlin, Germany",restaurant
Mauersegler Berlin,52.5405764,13.4032308,N/A,"Bernauer Str. 63-64, 13355 Berlin, Germany",bar
Andy's Diner & Bar,52.519854,13.4029554,N/A,"Karl-Liebknecht-Str. 5, 10178 Berlin, Germany",bar
Nemo,52.53910459999999,13.4077388,N/A,"Oderberger Str. 46, 10435 Berlin, Germany",bar
Restaurant Keyser Soze,52.5262471,13.3932925,N/A,"Tucholskystraße 33, 10117 Berlin, Germany",restaurant
Z-Bar,52.5294848,13.3956931,N/A,"Bergstraße 2, 10115 Berlin, Germany",bar
House of Weekend,52.52293520000001,13.4163463,N/A,"Alexanderstraße 7, 10178 Berlin, Germany",night_club
Absinthdepot Berlin,52.5253564,13.4050257,N/A,"Weinmeisterstraße 4, 10178 Berlin, Germany",liquor_store
Strandbad Mitte,52.5273205,13.3966552,N/A,"Kleine Hamburger Str. 16, 10117 Berlin, Germany",restaurant
Berliner Republik,52.52129249999999,13.3855646,N/A,"Schiffbauerdamm 8, 10117 Berlin, Germany",bar
Mein Haus am See,52.5299428,13.4007965,N/A,"Brunnenstraße 197-198, 10119 Berlin, Germany",bar
Zur Gerichtslaube,52.5170542,13.4063319,N/A,"Poststraße 28, 10178 Berlin, Germany",bar
COOP Anti-War cafe bar,52.5240306,13.4074139,N/A,"Rochstraße 3, 10178 Berlin, Germany",cafe
Bar 55,52.5350833,13.4162932,N/A,"Kollwitzstraße 55, 10405 Berlin, Germany",bar
Ristorante Piazza Rossa,52.5190156,13.4092823,N/A,"Rathausstraße 13, 10178 Berlin, Germany",cafe
Pool und Cigars,52.53970469999999,13.4143231,N/A,"Schönhauser Allee 36, 10435 Berlin, Germany",bar
Neue Odessa Bar,52.5297031,13.4057467,N/A,"Torstraße 89, 10119 Berlin, Germany",bar
8MM,52.53121799999999,13.411524,N/A,"Schönhauser Allee 177b, 10119 Berlin, Germany",bar
Muret La Barba,52.52751920000001,13.4034784,N/A,"Rosenthaler Str. 61, 10119 Berlin, Germany",liquor_store
Sorsi e Morsi,52.534501,13.4248537,N/A,"Marienburger Str. 10, 10405 Berlin, Germany",bar
ZAZA Diner & Drinks,52.53912809999999,13.4100321,N/A,"Kastanienallee 12, 10435 Berlin, Germany",bar
Sportsbar Tor 133,52.52973240000001,13.3997225,N/A,"Torstraße 133, 10119 Berlin, Germany",casino
FC Magnet Bar,52.5329778,13.3999833,N/A,"Veteranenstraße 26, 10119 Berlin, Germany",bar
Alte Kantine,52.5395694,13.4136898,N/A,"Knaackstraße 97, 10435 Berlin, Germany",night_club
Restaurant SIMON,52.52757299999999,13.3993386,N/A,"Auguststraße 53, 10119 Berlin, Germany",meal_takeaway
Cleopatra - Shisha Bar,52.5286666,13.3857504,N/A,"Chausseestraße 11, 10115 Berlin, Germany",bar
Berliner Fernsehturm,52.520815,13.409419,N/A,"Panoramastraße 1A, 10178 Berlin, Germany",tourist_attraction
Park Inn by Radisson Berlin Alexanderplatz,52.523125,13.4127656,N/A,"Alexanderpl. 7, 10178 Berlin, Germany",bar
"Radisson Collection Hotel, Berlin",52.5195799,13.4027302,N/A,"Karl-Liebknecht-Str. 3, 10178 Berlin, Germany",gym
Leonardo Royal Hotel Berlin Alexanderplatz,52.52739139999999,13.4233692,N/A,"Otto-Braun-Straße 90, 10249 Berlin, Germany",bar
Grill Royal,52.5226847,13.3887989,N/A,"Friedrichstraße 105b, 10117 Berlin, Germany",bar
Hofbräu Wirtshaus Berlin,52.52456240000001,13.4138463,N/A,"Karl-Liebknecht-Str. 30, 10178 Berlin, Germany",restaurant
The Bird,52.5466504,13.4058208,N/A,"Am Falkpl. 5, 10437 Berlin, Germany",restaurant
Spreegold Mitte,52.5231605,13.4092636,N/A,"Rosa-Luxemburg-Straße 2, 10178 Berlin, Germany",restaurant
Sasaya,52.5443009,13.4185897,N/A,"Lychener Str. 50, 10437 Berlin, Germany",restaurant
Monsieur Vuong,52.5266538,13.4079523,N/A,"Alte Schönhauser Str. 46, 10119 Berlin, Germany",restaurant
The Sixties Diner,52.5237811,13.3993282,N/A,"Oranienburger Str. 11, 10178 Berlin, Germany",restaurant
Gugelhof,52.53545010000001,13.4166599,N/A,"Knaackstraße 37, 10435 Berlin, Germany",restaurant
Fleischerei,52.5297856,13.4105204,N/A,"Schönhauser Allee 8, 10119 Berlin, Germany",restaurant
"Das Lemke - Biergarten, Brauerei, Deutsche Küche",52.5232756,13.404724,N/A,"S-Bahnbogen 143, Dircksenstraße, 10178 Berlin, Germany",bar
Prater Beer Garden,52.540099,13.4097855,N/A,"Kastanienallee 7-9, 10435 Berlin, Germany",bar
Belushi's Berlin (Alexanderplatz),52.52690250000001,13.4106901,N/A,"Rosa-Luxemburg-Straße 41, 10178 Berlin, Germany",bar
Café Anna Blume,52.5380566,13.4195398,N/A,"Kollwitzstraße 83, 10435 Berlin, Germany",cafe
BLOCK HOUSE Am Alexanderplatz,52.52064610000001,13.4052203,N/A,"Karl-Liebknecht-Str. 7, 10178 Berlin, Germany",meal_takeaway
Mamay - vietnamesische Küche,52.54554290000002,13.4133056,N/A,"Schönhauser Allee 61, 10437 Berlin, Germany",restaurant
Meena Kumari,52.54150550000001,13.4148501,N/A,"Lychener Str. 9, 10437 Berlin, Germany",restaurant
YOSOY TAPAS BERLIN,52.52443339999999,13.4027616,N/A,"Rosenthaler Str. 37, 10178 Berlin, Germany",restaurant
Café Datscha Mitte,52.5305237,13.401652,N/A,"Weinbergsweg 25, 10119 Berlin, Germany",restaurant
An einem Sonntag im August,52.53996309999999,13.4115024,N/A,"Kastanienallee 103, 10435 Berlin, Germany",bar
Kilkenny Irish Pub,52.522491,13.401438,N/A,"Am Zwirngraben 17-20, 10178 Berlin, Germany",bar
Aposto,52.5227072,13.3998395,N/A,"Monbijoupl. 12, 10178 Berlin, Germany",restaurant
Dolores Mitte,52.5238317,13.4091834,N/A,"Rosa-Luxemburg-Straße 7, 10178 Berlin, Germany",meal_takeaway
Papa Pane di Sorrento,52.53212310000001,13.3963886,N/A,"Ackerstraße 23, 10115 Berlin, Germany",restaurant
Good Morning Vietnam,52.52833400000001,13.4094026,N/A,"Alte Schönhauser Str. 60, 10119 Berlin, Germany",restaurant
Wohnzimmerbar,52.5434719,13.4192195,N/A,"Lettestraße 6, 10437 Berlin, Germany",bar
Schwarzwaldstuben,52.52766039999999,13.3930615,N/A,"Tucholskystraße 48, 10117 Berlin, Germany",bar
Villa Rodizio,52.54546579999999,13.4114636,N/A,"Milastraße 2, 10437 Berlin, Germany",bar
Mokka Mitte Bar,52.5222181,13.3984601,N/A,"James Simon Park, Stadtbahnbogen 159/160, 10178 Berlin, Germany",bar
I due forni,52.5308535,13.4125762,N/A,"Schönhauser Allee 12, 10119 Berlin, Germany",restaurant
GRAND BAR - Restaurant | Bar | Lounge in Berlin-Mitte,52.5250481,13.3931836,N/A,"Oranienburger Str. 33, 10117 Berlin, Germany",restaurant
Kopps,52.5287904,13.3974753,N/A,"Linienstraße 94, 10115 Berlin, Germany",bar
Casalot Restaurant,52.52454219999999,13.3863424,N/A,"Claire-Waldoff-Straße 5, 10117 Berlin, Germany",restaurant
Cenacolo,52.5386,13.4160201,N/A,"Sredzkistraße 23, 10435 Berlin, Germany",restaurant
YamYam Berlin,52.5275836,13.4082387,N/A,"Alte Schönhauser Str. 6, 10119 Berlin, Germany",restaurant
Hafenbar Berlin,52.52175940000001,13.4073919,N/A,"Karl-Liebknecht-Str. 11, 10178 Berlin, Germany",bar
Gaststätte Sophieneck,52.52639169999999,13.398612,N/A,"Große Hamburger Str. 37, 10115 Berlin, Germany",restaurant
Trattoria Felice,52.5439491,13.4175574,N/A,"Lychener Str. 41, 10437 Berlin, Germany",cafe
Dark Restaurant Berlin,52.5286434,13.415533,N/A,"Saarbrücker Str. 36-38, 10405 Berlin, Germany",restaurant
MarienBurgerie,52.5353757,13.4233987,N/A,"Marienburger Str. 47, 10405 Berlin, Germany",meal_takeaway
Trattoria Peretti,52.52002869999999,13.4031155,N/A,"Karl-Liebknecht-Str. 5, 10178 Berlin, Germany",restaurant
Les Valseuses Restaurant,52.54129489999999,13.4108581,N/A,"Eberswalder Str. 28, 10437 Berlin, Germany",restaurant
Katz Orange,52.5314438,13.3946245,N/A,"Bergstraße 22, 10115 Berlin, Germany",restaurant
Aapka,52.5339958,13.4047851,N/A,"Kastanienallee 50, 10119 Berlin, Germany",meal_takeaway
Restaurant Via Nova II,52.51981,13.3922245,N/A,"Universitätsstraße 2, 10117 Berlin, Germany",restaurant
Rutz,52.5282224,13.3862349,N/A,"Chausseestraße 8, 10115 Berlin, Germany",liquor_store
FRANNZ Club,52.53817160000001,13.4126258,N/A,"Schönhauser Allee 36, 10435 Berlin, Germany",night_club
Girasol,52.5416184,13.4232305,N/A,"Raumerstraße 30, 10437 Berlin, Germany",cafe
Toca Rouge,52.52832249999999,13.3920144,N/A,"Torstraße 195, 10115 Berlin, Germany",restaurant
Brechts Steakhaus,52.52150649999999,13.3859209,N/A,"Schiffbauerdamm 7, 10117 Berlin, Germany",restaurant
Soda Restaurant,52.5383047,13.4127573,N/A,"Schönhauser Allee 36, 10435 Berlin, Germany",restaurant
Tuans Hütte Thai u. Sushi,52.5235406,13.4070642,N/A,"Dircksenstraße 40, 10178 Berlin, Germany",restaurant
Oxymoron,52.5242225,13.4018132,N/A,"Rosenthaler Str. 40-41, 10178 Berlin, Germany",cafe
Carambar,52.52038750000001,13.41214,N/A,"Rathausstraße 1, 10178 Berlin, Germany",restaurant
Restaurant Nolle,52.5199975,13.3890768,N/A,"Georgenstrasse, S, Bahnbogen 203, 10117 Berlin, Germany",restaurant
Onkel Ho,52.5469255,13.4060401,N/A,"Gleimstraße 10A, 10437 Berlin, Germany",restaurant
Mauersegler Berlin,52.5405764,13.4032308,N/A,"Bernauer Str. 63-64, 13355 Berlin, Germany",bar
Ganymed Brasserie,52.5217314,13.386344,N/A,"Schiffbauerdamm 5, 10117 Berlin, Germany",restaurant
Michelberger Hotel,52.5045667,13.4478541,N/A,"Warschauer Str. 39-40, 10243 Berlin, Germany",bar
Park Inn by Radisson Berlin Alexanderplatz,52.523125,13.4127656,N/A,"Alexanderpl. 7, 10178 Berlin, Germany",bar
Freiraum Hostel & Guesthouse,52.4982863,13.4288035,N/A,"Wiener Straße 14, 10999 Berlin, Germany",bar
Zur letzten Instanz,52.5173692,13.4137999,N/A,"Waisenstraße 14-16, 10179 Berlin, Germany",bar
Watergate,52.5010558,13.4452521,N/A,"Falckensteinstraße 49, 10997 Berlin, Germany",night_club
Café Luzia,52.5016759,13.4182843,N/A,"Oranienstraße 34, 10999 Berlin, Germany",bar
Zur Gerichtslaube,52.5170542,13.4063319,N/A,"Poststraße 28, 10178 Berlin, Germany",bar
Brauhaus GEORGBRAEU,52.5165548,13.4055038,N/A,"Spreeufer 4, 10178 Berlin, Germany",restaurant
Madonna Bar,52.4973019,13.4314465,N/A,"Wiener Straße 22, 10999 Berlin, Germany",bar
Café Restaurant Jolesch,52.500732,13.4340017,N/A,"Muskauer Str. 1, 10997 Berlin, Germany",bar
Würgeengel,52.50107999999999,13.4166468,N/A,"Dresdener Str. 122, 10999 Berlin, Germany",bar
Monster Ronson's Ichiban Karaoke,52.5052743,13.4484712,N/A,"Warschauer Str. 34, 10243 Berlin, Germany",bar
Urban Spree,52.507828,13.4516096,N/A,"Revaler Str. 99, 10245 Berlin, Germany",art_gallery
Carambar,52.52038750000001,13.41214,N/A,"Rathausstraße 1, 10178 Berlin, Germany",restaurant
Ankerklause,52.49583619999999,13.4205592,N/A,"Kottbusser Damm 104, 10967 Berlin, Germany",restaurant
Ristorante Piazza Rossa,52.5190156,13.4092823,N/A,"Rathausstraße 13, 10178 Berlin, Germany",bar
Möbel Olfe,52.499985,13.417456,N/A,"Reichenberger Str. 177, 10999 Berlin, Germany",bar
Upside Down Bar & Restaurant,52.5124341,13.4098683,N/A,"Wallstraße 70, 10179 Berlin, Germany",restaurant
Strike Lanes Lounge Bowling,52.518512,13.416302,N/A,"3. OG Alexa, Grunerstraße 20, 10179 Berlin, Germany",bowling_alley
Wild At Heart,52.497509,13.4309406,N/A,"Wiener Straße 20, 10999 Berlin, Germany",bar
Cafe Morgenland,52.4988773,13.425704,N/A,"Skalitzer Str. 35, 10999 Berlin, Germany",restaurant
Bar11,52.49740000000001,13.43116,N/A,"Wiener Straße 21, 10999 Berlin, Germany",bar
Marinehaus - Restaurant und Kneipe,52.5141105,13.415968,N/A,"Märkisches Ufer 48-50, 10179 Berlin, Germany",bar
Mano Cafe,52.4989448,13.4306064,N/A,"Skalitzer Str. 46A, 10997 Berlin, Germany",cafe
House of Weekend,52.52293520000001,13.4163463,N/A,"Alexanderstraße 7, 10178 Berlin, Germany",night_club
Republic Berlin,52.5109542,13.417325,N/A,"Köpenicker Str. 74, 10179 Berlin, Germany",meal_takeaway
The Black Lodge Berlin,52.4921349,13.4243918,N/A,"Sanderstraße 6, 12047 Berlin, Germany",bar
SCHOPPE BRÄU TAPROOM im BKK,52.49774900000001,13.424725,N/A,"Manteuffelstraße 53, 10999 Berlin, Germany",bar
Café Mori - café brasileiro,52.4983617,13.42848,N/A,"Wiener Straße 13, 10999 Berlin, Germany",cafe
Tapas y más,52.51024719999999,13.4061061,N/A,"Neue Grünstraße 17-18, 10179 Berlin, Germany",bar
Cancún,52.51913859999999,13.4095071,N/A,"Rathausstraße 5-13, 10178 Berlin, Germany",cafe
Black Light Mini Golf Berlin,52.4983833,13.4336923,N/A,"im Görlitzer Park, Görlitzer Str. 1/Haus 1, 10997 Berlin, Germany",tourist_attraction
Goldberg Bar Café Restaurant,52.4911197,13.4295366,N/A,"Reuterstraße 40, 12047 Berlin, Germany",restaurant
Berliner Fernsehturm,52.520815,13.409419,N/A,"Panoramastraße 1A, 10178 Berlin, Germany",tourist_attraction
3 Sisters,52.5038607,13.4243826,N/A,"Mariannenpl. 2, 10997 Berlin, Germany",cafe
Hafenbar Berlin,52.52175940000001,13.4073919,N/A,"Karl-Liebknecht-Str. 11, 10178 Berlin, Germany",bar
NEST Schank- und Speisewirtschaft,52.4972294,13.4390859,N/A,"Görlitzer Str. 52, 10997 Berlin, Germany",restaurant
Fitcher's Vogel,52.510388,13.451204,N/A,"Warschauer Str. 26, 10243 Berlin, Germany",bar
L.U.X Leiseste Unterhaltung X-Berg,52.5004326,13.4437628,N/A,"Schlesische Str. 41, 10997 Berlin, Germany",bar
Hirsch,52.5108299,13.4503402,N/A,"Kopernikusstraße 3, 10243 Berlin, Germany",bar
Bierbar Alkopole,52.5214089,13.4117395,N/A,"Dircksenstraße 2, 10178 Berlin, Germany",bar
Tante Lisbeth,52.5011774,13.4317162,N/A,"Muskauer Str. 49, 10997 Berlin, Germany",bowling_alley
Roses,52.500511,13.4216465,N/A,"Oranienstraße 187, 10999 Berlin, Germany",bar
A.HORN,52.495879,13.40545,N/A,"Carl-Herz-Ufer 9, 10961 Berlin, Germany",restaurant
Gittis Bier-Bar,52.5120715,13.4168373,N/A,"Brückenstraße 13, 10179 Berlin, Germany",bar
Zur Fetten Ecke,52.4990256,13.4454752,N/A,"Schlesische Str. 16, 10997 Berlin, Germany",bar
Mysliwska,52.49951739999999,13.4453499,N/A,"Schlesische Str. 35, 10997 Berlin, Germany",bar
Fabelhaft bar,52.4922817,13.4208923,N/A,"Schönleinstraße 6, 10967 Berlin, Germany",bar
ZU SPÄTI?!-Molotow Cocktail,52.5004101,13.4220167,N/A,"Oranienstraße 189, 10999 Berlin, Germany",bar
MEXICAN KITCHEN COCKTAIL BAR,52.4994482,13.4435352,N/A,"Falckensteinstraße 42, 10997 Berlin, Germany",bar
Besenkammer,52.52062249999999,13.4123201,N/A,"Rathausstraße 1, 10178 Berlin, Germany",bar
Santa Maria,52.5015469,13.4177748,N/A,"Oranienstraße 170, 10999 Berlin, Germany",bar
Saz Bar Berlin,52.5006371,13.418492,N/A,"Adalbertstraße 95A, 10999 Berlin, Germany",bar
Weinbar - Gallina,52.502372,13.4304713,N/A,"Pücklerstraße 20, 10997 Berlin, Germany",bar
Südblock,52.49856560000001,13.4169759,N/A,"Admiralstraße 1-2, 10999 Berlin, Germany",restaurant
Lauscherlounge GmbH,52.50424220000001,13.4195948,N/A,"Waldemarstraße 33 a Franklinstraße 14 10587, 10999 Berlin, Germany",bar
Holzmarkt Pampa,52.5112724,13.4266567,N/A,"Holzmarktstraße 25, 10243 Berlin, Germany",bar
The Pharmacy Bar,52.5017644,13.4237962,N/A,"Mariannenpl. 6, 10997 Berlin, Germany",bar
Trinkteufel,52.5020719,13.4202207,N/A,"Naunynstraße 60, 10997 Berlin, Germany",bar
Lerchen&Eulen,52.5020624,13.4307922,N/A,"Pücklerstraße 33, 10997 Berlin, Germany",bar
Michelberger Hotel,52.5045667,13.4478541,N/A,"Warschauer Str. 39-40, 10243 Berlin, Germany",cafe
Park Inn by Radisson Berlin Alexanderplatz,52.523125,13.4127656,N/A,"Alexanderpl. 7, 10178 Berlin, Germany",lodging
Park Plaza Wallstreet Berlin Mitte,52.51150670000001,13.4077502,N/A,"Wallstraße 23-24, 10179 Berlin, Germany",lodging
Cosmo Hotel Berlin Mitte,52.5117038,13.4013856,N/A,"Spittelmarkt 13, 10117 Berlin, Germany",lodging
Freiraum Hostel & Guesthouse,52.4982863,13.4288035,N/A,"Wiener Straße 14, 10999 Berlin, Germany",cafe
Hotel 26 - Hotel in Berlin Friedrichshain Kreuzberg,52.5125094,13.4510737,N/A,"Grünberger Str. 26, 10245 Berlin, Germany",lodging
Zur letzten Instanz,52.5173692,13.4137999,N/A,"Waisenstraße 14-16, 10179 Berlin, Germany",bar
AMRIT - Berlin Kreuzberg,52.4996697,13.4245949,N/A,"Oranienstraße 204, 10999 Berlin, Germany",restaurant
Burgermeister Schlesisches Tor,52.50109260000001,13.4422998,N/A,"U1 Schlesisches Tor, Oberbaumstraße 8, 10997 Berlin, Germany",meal_takeaway
Max und Moritz,52.5025993,13.4139938,N/A,"Oranienstraße 162, 10969 Berlin, Germany",restaurant
Ming Dynastie Jannowitzbrücke Berlin,52.51356489999999,13.4180546,N/A,"Brückenstraße 6, 10179 Berlin, Germany",meal_takeaway
Zur Gerichtslaube,52.5170542,13.4063319,N/A,"Poststraße 28, 10178 Berlin, Germany",bar
Brauhaus GEORGBRAEU,52.5165548,13.4055038,N/A,"Spreeufer 4, 10178 Berlin, Germany",restaurant
Café Restaurant Jolesch,52.500732,13.4340017,N/A,"Muskauer Str. 1, 10997 Berlin, Germany",liquor_store
WORLD OF PIZZA Berlin-Mitte,52.50859800000001,13.4052917,N/A,"Seydelstraße 18, 10117 Berlin, Germany",meal_takeaway
BLOCK HOUSE Karl-Marx-Allee,52.51767700000001,13.440378,N/A,"Karl-Marx-Allee 91, 10243 Berlin, Germany",meal_takeaway
Mutter Hoppe,52.5177056,13.4062088,N/A,"Rathausstraße 21, 10178 Berlin, Germany",restaurant
Restaurant VOLT,52.4936673,13.4299587,N/A,"Paul-Lincke-Ufer 21, 10999 Berlin, Germany",restaurant
The Brooklyn,52.5117542,13.4137262,N/A,"Köpenicker Str. 92, 10179 Berlin, Germany",restaurant
Kuchen-Kaiser,52.50275070000001,13.4169326,N/A,"Oranienpl. 11-13, 10999 Berlin, Germany",restaurant
Horváth,52.496461,13.4208765,N/A,"Paul-Lincke-Ufer 44a, 10999 Berlin, Germany",restaurant
Urban Spree,52.507828,13.4516096,N/A,"Revaler Str. 99, 10245 Berlin, Germany",art_gallery
Carambar,52.52038750000001,13.41214,N/A,"Rathausstraße 1, 10178 Berlin, Germany",restaurant
Ankerklause,52.49583619999999,13.4205592,N/A,"Kottbusser Damm 104, 10967 Berlin, Germany",restaurant
Ännchen von Tharau,52.5153688,13.4166062,N/A,"Rolandufer 6, 10179 Berlin, Germany",restaurant
Ristorante Piazza Rossa,52.5190156,13.4092823,N/A,"Rathausstraße 13, 10178 Berlin, Germany",bar
Umspannwerk Ost,52.518269,13.4400823,N/A,"Palisadenstraße 48, 10243 Berlin, Germany",restaurant
Play Off,52.5098507,13.4341474,N/A,"Am Ostbahnhof 9, 10243 Berlin, Germany",restaurant
Kentucky Fried Chicken,52.5206288,13.4128286,N/A,"Dircksenstraße 117, 10178 Berlin, Germany",restaurant
Café Jacques,52.49419269999999,13.4254616,N/A,"Maybachufer 14, 12047 Berlin, Germany",restaurant
Upside Down Bar & Restaurant,52.5124341,13.4098683,N/A,"Wallstraße 70, 10179 Berlin, Germany",restaurant
Baraka - Moroccan Restaurant,52.4998095,13.4298377,N/A,"Lausitzer Pl. 6, 10997 Berlin, Germany",restaurant
Rotisserie Weingrün,52.5126717,13.4029553,N/A,"Gertraudenstraße 10-12, 10178 Berlin, Germany",restaurant
Rocco und seine Brüder,52.5010257,13.4307872,N/A,"Lausitzer Pl. 13, 10997 Berlin, Germany",restaurant
Defne,52.4953624,13.4177063,N/A,"Planufer 92C, 10967 Berlin, Germany",restaurant
Ta’Cabrón Taqueria,52.4998741,13.4370962,N/A,"Skalitzer Str. 60, 10997 Berlin, Germany",restaurant
Tiki Heart Cafe,52.49751060000001,13.4309508,N/A,"Wiener Straße 20, 10999 Berlin, Germany",restaurant
Zum Nußbaum,52.5171608,13.4071618,N/A,"Am Nußbaum 3, 10178 Berlin, Germany",restaurant
Strike Lanes Lounge Bowling,52.518512,13.416302,N/A,"3. OG Alexa, Grunerstraße 20, 10179 Berlin, Germany",bowling_alley
Cafe Morgenland,52.4988773,13.425704,N/A,"Skalitzer Str. 35, 10999 Berlin, Germany",restaurant
Domino's Pizza Berlin Kreuzberg Nord,52.50329,13.4126199,N/A,"Oranienstraße 52, 10969 Berlin, Germany",restaurant
East Side Blick,52.50398509999999,13.4419749,N/A,"Mühlenstraße 70-71, 10243 Berlin, Germany",restaurant
Marinehaus - Restaurant und Kneipe,52.5141105,13.415968,N/A,"Märkisches Ufer 48-50, 10179 Berlin, Germany",bar
BLOCK HOUSE Am Alexanderplatz,52.52064610000001,13.4052203,N/A,"Karl-Liebknecht-Str. 7, 10178 Berlin, Germany",meal_takeaway
Kos House,52.5168854,13.4488699,N/A,"Karl-Marx-Allee 129, 10243 Berlin, Germany",restaurant
Lotos Café,52.5176157,13.423865,N/A,"Neue Blumenstraße 5, 10179 Berlin, Germany",cafe
Il Casolare,52.49493829999999,13.4155485,N/A,"Grimmstraße 30, 10967 Berlin, Germany",restaurant
Miss Saigon Restaurant,52.4987214,13.4265186,N/A,"Skalitzer Str. 38, 10999 Berlin, Germany",restaurant
Kreuzberger Weltlaterne,52.497091,13.4176553,N/A,"Kohlfurter Str. 37, 10999 Berlin, Germany",restaurant
Acapulco Berlin,52.51709390000001,13.4465064,N/A,"Karl-Marx-Allee 115, 10243 Berlin, Germany",restaurant
Zum Paddenwirt,52.5167505,13.4081516,N/A,"Nikolaikirchpl. 6, 10178 Berlin, Germany",restaurant
McDonald's,52.5006965,13.4362423,N/A,"Wrangelstraße 35, 10997 Berlin, Germany",restaurant
Republic Berlin,52.5109542,13.417325,N/A,"Köpenicker Str. 74, 10179 Berlin, Germany",meal_takeaway
Rock-Paper...,52.5033946,13.4102416,N/A,"Aufbau Haus / Modulor, Prinzenstraße 85, 10969 Berlin, Germany",cafe
Safran,52.5014711,13.418185,N/A,"Oranienstraße 172, 10999 Berlin, Germany",restaurant
SCHOPPE BRÄU TAPROOM im BKK,52.49774900000001,13.424725,N/A,"Manteuffelstraße 53, 10999 Berlin, Germany",bar
A Mano,52.5193916,13.4273865,N/A,"Strausberger Pl. 2, 10243 Berlin, Germany",restaurant
La Piccola,52.5054828,13.3973933,N/A,"Ritterstraße 60B, 10969 Berlin, Germany",meal_takeaway
Café Mori - café brasileiro,52.4983617,13.42848,N/A,"Wiener Straße 13, 10999 Berlin, Germany",cafe
Good Time Restaurant,52.5126478,13.3970312,N/A,"Hausvogteipl. 11, 10117 Berlin, Germany",restaurant
Hotel Palace Berlin,52.50494609999999,13.3389074,N/A,"Budapester Str. 45, 10787 Berlin, Germany",spa
Park Plaza Berlin Kudamm,52.5014182,13.3312949,N/A,"Joachimsthaler Str. 28-29, 10719 Berlin, Germany",lodging
Lulu Guldsmeden Hotel,52.5034079,13.3663092,N/A,"Potsdamer Str. 67, 10785 Berlin, Germany",lodging
Green Door Bar,52.4970352,13.3529749,N/A,"Winterfeldtstraße 50, 10781 Berlin, Germany",bar
Havanna,52.485115,13.353549,N/A,"Hauptstraße 30, 10827 Berlin, Germany",night_club
Golden Dolls,52.5036206,13.3658568,N/A,"Potsdamer Str. 82, 10785 Berlin, Germany",night_club
Stagger Lee,52.4975727,13.3516112,N/A,"Nollendorfstraße 27, 10777 Berlin, Germany",bar
Victoria Bar,52.5013842,13.3638842,N/A,"Potsdamer Str. 102, 10785 Berlin, Germany",bar
